Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time	sigma
82	-106.8716	119.17607	-7.8847113	-378.68307	-115.92174	142.6612	-5.024093	-383.60648	200.0	200.0	327999	-80.72481	245.24995	171.6981	-434.06644	-80.72862	245.24025	177.47612	-430.54163	80.44148	826.0667	6048.25036740303	0.016973527316143586
83	-159.4949	155.45758	-7.6910677	-378.86917	-111.72068	131.83817	-4.9619484	-382.7998	200.0	200.0	331999	-83.86103	242.62016	166.3047	-422.2665	-83.86304	242.6084	169.29044	-426.66357	82.90089	838.36127	6124.205521583557	0.013622844613542037
84	-184.16054	146.4492	-5.97175	-383.8462	-113.351944	133.35965	-6.489633	-380.80563	200.0	200.0	335999	-89.50588	239.56238	162.56857	-429.23563	-89.52117	239.57211	160.95264	-432.5663	88.742966	827.5419	6200.03800702095	0.010933608077338392
85	-136.79916	138.01707	-5.5973268	-380.3388	-112.55103	126.51546	-6.560675	-381.17435	200.0	200.0	339999	-93.85131	236.40738	148.8553	-434.45312	-93.85188	236.40771	148.05927	-431.49808	93.10481	811.48956	6276.55529999733	0.010707465338639787
86	-162.08557	141.73499	-6.4566274	-383.31253	-117.230225	132.38689	-7.620626	-383.3878	200.0	200.0	343999	-97.39085	234.2723	144.57439	-435.74762	-97.39164	234.26468	143.7961	-431.8914	96.918076	790.8628	6352.784314632416	0.011815887232902184
87	-74.78255	113.067	-6.7084184	-383.70517	-113.30089	133.80695	-6.0602417	-382.781	200.0	200.0	347999	-99.34144	232.50543	134.98816	-432.3793	-99.34401	232.50725	136.04156	-425.7052	98.19649	766.882	6428.88410115242	0.014403224690045546
88	-129.74483	142.3315	-10.751466	-357.71918	-107.29871	126.58352	-8.271259	-383.652	200.0	200.0	351999	-100.0789	230.25287	123.7023	-433.24628	-100.0847	230.26233	124.86588	-433.70844	99.89183	793.675	6503.318473100662	0.013827388435867508
89	-129.18935	146.67827	-6.7992735	-355.7543	-100.90805	126.20222	-6.3426757	-383.62473	200.0	200.0	355999	-100.33252	228.69229	118.84403	-430.73288	-100.33321	228.69148	121.54386	-431.83224	100.41507	798.97705	6578.111923694611	0.01587834809535445
90	-124.991196	131.07799	-8.328297	-380.79556	-138.645	145.13065	-6.4508266	-381.577	200.0	200.0	359999	-102.75118	227.57407	116.606224	-429.68536	-102.75135	227.56918	119.83101	-429.25757	102.674545	743.2952	6652.72340631485	0.014648739327466347
91	-129.2134	130.75928	-6.0633945	-380.60275	-120.631584	138.45386	-8.150672	-383.1691	200.0	200.0	363999	-103.31813	225.88663	110.49061	-428.62582	-103.32109	225.8862	113.798004	-421.06247	102.26953	774.50867	6728.786324977875	0.012731129636240828
92	-125.27185	135.85655	-5.997959	-372.0181	-124.91435	135.0498	-7.415975	-382.86978	200.0	200.0	367999	-104.40223	224.3584	111.652054	-423.23474	-104.40623	224.36263	112.977974	-420.79047	104.04942	759.15063	6804.566352844238	0.011286944188243924
93	-74.524826	105.571205	-7.0413427	-299.70395	-124.50449	142.07025	-5.662361	-383.81168	200.0	200.0	371999	-105.75479	223.14648	107.90832	-421.2793	-105.75898	223.1452	109.47827	-425.75024	105.46522	725.8941	6881.381702423096	0.0181789268308026
94	-48.9654	76.02982	-9.137318	-279.10855	-133.98053	140.44402	-7.3109717	-383.61505	200.0	200.0	375999	-105.27743	221.491	107.77485	-424.84055	-105.27762	221.49788	105.81956	-423.67813	105.17922	744.1286	6957.720508813858	0.012693012506989338
95	-129.66852	143.60092	-7.0375237	-379.60513	-133.10455	141.18375	-7.9562	-383.83978	200.0	200.0	379999	-103.23063	221.4001	102.47445	-423.75027	-103.23304	221.40456	103.703896	-419.01187	102.490326	728.7736	7032.553675413132	0.01346042811987982
96	-96.21818	121.81796	-7.032126	-350.385	-121.73319	135.29837	-7.6874385	-380.33798	200.0	200.0	383999	-101.83047	221.19421	104.801506	-422.2939	-101.83032	221.1874	104.39523	-417.05295	101.37475	703.95685	7107.600430727005	0.014853832885840555
