Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time	sigma
68	-20.247963	10.912079	-1.575382	-41.638256	-20.708847	13.981715	-0.6861287	-72.18815	200.0	200.0	271999	-1.8935126	6.357183	0.35178104	-59.604156	-1.8935249	6.356773	0.42583662	-59.281044	1.8306711	0.31338963	4842.139754295349	0.0056474881029042676
69	-20.85528	11.006974	-0.73396975	-50.97563	-22.115934	12.287534	-0.93909407	-55.44398	200.0	200.0	275999	-1.8826284	6.367842	0.439011	-59.568462	-1.8826687	6.367904	0.53362954	-59.342144	1.8394932	0.389774	4912.660767793655	0.005006852089527038
70	-19.79813	11.231863	-0.8296961	-48.4862	-22.224998	15.563883	-0.516468	-76.901436	200.0	200.0	279999	-1.8421272	6.271679	0.52511096	-59.59045	-1.842097	6.271089	0.61952394	-59.106895	1.7915617	0.39331666	4982.834468603134	0.005865062775695308
71	-16.519094	12.184812	-1.2638917	-48.856094	-21.943584	14.636574	-0.56476057	-73.668304	200.0	200.0	283999	-1.8359733	6.312531	0.7931659	-59.372925	-1.8360314	6.312346	0.6906801	-59.155464	1.7934122	0.35160208	5053.257026433945	0.009636232645375144
72	-24.977356	17.309937	-1.1682148	-70.12634	-22.4951	13.498741	-0.6578735	-74.378006	200.0	200.0	287999	-1.8478198	6.3379636	0.48842418	-59.636803	-1.8478135	6.3375998	0.38656592	-59.56807	1.7981876	0.32873273	5125.054754972458	0.011746288807700503
73	-19.471365	11.081075	-0.54950386	-42.98142	-21.565845	14.878111	-0.14681697	-79.11339	200.0	200.0	291999	-1.8205347	6.266444	0.7938936	-59.221283	-1.8205353	6.2664485	0.4869796	-58.866077	1.7726831	0.3423313	5195.70987701416	0.009810290530196268
74	-18.658224	11.3408375	-0.99693805	-38.60917	-19.795418	10.4663515	-1.175293	-56.813354	200.0	200.0	295999	-1.8209469	6.2914324	0.3541161	-60.642246	-1.821009	6.2913523	0.18567488	-60.28962	1.7846614	0.26282284	5267.002881765366	0.010825838138228589
75	-17.499752	10.1696	-0.35791358	-46.958076	-19.361217	12.180266	-1.0081937	-67.116905	200.0	200.0	299999	-1.8239224	6.252024	0.6243095	-60.907246	-1.8239884	6.251839	0.51147807	-60.537067	1.7854468	0.22527887	5338.1724417209625	0.011254156421829776
76	-17.27599	12.202564	-0.35584217	-55.447964	-17.383163	10.941794	-0.09588768	-58.929012	200.0	200.0	303999	-1.8217698	6.241582	0.63087165	-60.736504	-1.821731	6.2412987	0.819374	-60.645226	1.7662871	0.25098446	5409.637659788132	0.007402546954024631
77	-22.25008	14.0557	-1.036127	-53.41909	-22.504454	15.122286	-0.541336	-74.521416	200.0	200.0	307999	-1.8003523	6.209495	0.57866114	-60.608677	-1.8004143	6.2093663	1.3246193	-60.38047	1.7730752	0.22786736	5479.613980054855	0.008168848301509418
78	-23.481972	16.519894	-1.200103	-74.77873	-23.236992	14.547813	-4.1166506	-81.25636	200.0	200.0	311999	-1.804276	6.187752	0.6348451	-60.83292	-1.8042692	6.1873727	0.3679207	-60.458847	1.7594407	0.26850995	5551.290364265442	0.025372506057809222
79	-19.07365	10.901783	-0.55098814	-42.756317	-19.556496	12.717816	-0.42690256	-70.1511	200.0	200.0	315999	-1.8417859	6.178732	0.55538607	-60.133324	-1.8417832	6.1785893	0.41697568	-59.955677	1.7954717	0.2947665	5622.984665393829	0.00975163425497359
80	-19.089937	11.860517	-0.68185306	-41.783813	-19.616938	11.2900095	-0.55691916	-52.100945	200.0	200.0	319999	-1.8552263	6.169404	0.39327246	-60.389828	-1.8552902	6.169209	0.48019087	-60.378662	1.8228679	0.25852546	5693.327815055847	0.010977408155041522
81	-18.737034	8.950861	-0.8474737	-45.96374	-20.997435	14.643295	-0.08747862	-78.62388	200.0	200.0	323999	-1.8457116	6.1356907	0.4726146	-60.283382	-1.8457389	6.135689	0.39585406	-60.30283	1.8184375	0.27170202	5764.732292175293	0.009732160202408573
82	-15.121687	12.003285	-0.84730077	-37.828148	-21.147652	13.037514	-1.0282677	-69.0254	200.0	200.0	327999	-1.8312358	6.0965714	0.51279944	-60.009525	-1.8312348	6.096044	0.7155962	-60.004395	1.7941138	0.22765648	5835.453070163727	0.014190162719191142
83	-24.049755	14.076569	-1.950781	-55.212242	-20.29252	12.813375	-0.7339656	-69.04198	200.0	200.0	331999	-1.841471	6.0322957	0.4171917	-60.44536	-1.841565	6.032493	0.2847644	-60.437397	1.7981355	0.33952817	5906.117358207703	0.011617851538161379
84	-18.097195	12.487003	-0.7532378	-53.485603	-19.968328	14.842974	-0.7704249	-71.56496	200.0	200.0	335999	-1.8358864	6.036305	0.61998636	-59.347443	-1.8359089	6.036199	0.33761927	-59.032497	1.7915702	0.22845574	5976.111910820007	0.01137755640904667
85	-26.174088	16.794432	-2.0474615	-79.23244	-24.28443	15.711724	-0.7186199	-73.34455	200.0	200.0	339999	-1.8252763	6.043828	0.7042614	-60.125713	-1.8252895	6.043776	0.89302486	-60.20744	1.8057383	0.24460286	6047.190563440323	0.010289663729663827
86	-23.680902	8.778663	-13.29405	-50.08792	-19.58402	12.106587	-1.1739031	-68.91365	200.0	200.0	343999	-1.8389391	6.0770373	0.32401448	-60.896122	-1.8389833	6.0770073	0.2331093	-60.68614	1.795512	0.15295762	6119.165516138077	0.0125428023949547
87	-19.860004	11.71424	-1.383079	-49.410522	-16.605982	12.737169	-0.68485045	-56.43117	200.0	200.0	347999	-1.8202573	6.0186577	0.39962733	-60.484585	-1.8202722	6.0181446	0.27096698	-60.42104	1.8006676	0.21332029	6190.769702911377	0.00875771981226611
88	-17.989567	13.293858	-0.3587427	-52.145016	-19.119644	13.04015	-0.20984909	-75.16112	200.0	200.0	351999	-1.7968981	6.033907	0.31060243	-60.366375	-1.796935	6.033781	0.3783901	-60.302353	1.7704324	0.26512122	6262.4143278598785	0.006491061974304273
89	-25.176497	19.118082	-0.48388788	-77.93404	-19.745462	11.580046	-0.42093223	-56.88722	200.0	200.0	355999	-1.7849103	6.074718	0.31976366	-60.294106	-1.7849593	6.074299	0.23133977	-60.258648	1.7520198	0.22466563	6333.799225330353	0.00610876523939371
