Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time	sigma
58	7.642668	5.6615205	9.945167	-14.48509	7.9354916	4.8787537	9.951289	-12.778894	80.69388	76.84	231999	2.1359012	3.3066497	14.849706	-14.427439	2.1358762	3.3079128	14.403174	-14.704734	-2.2975745	0.6818193	4427.38198018074	0.008325461239669332
59	9.257901	1.8657573	9.943682	-4.3081803	9.402785	1.364667	9.976523	-3.4692643	70.77193	65.61	235999	2.1614575	3.313382	14.900151	-15.75081	2.1614795	3.3142636	14.562754	-15.75092	-2.3303947	0.68554384	4504.791836023331	0.008484318691894793
60	8.742299	2.8639395	9.981949	-4.1951437	8.387553	4.6369686	9.933162	-14.491832	78.64706	69.65	239999	2.2098868	3.3386476	15.550524	-14.534001	2.2098627	3.3397522	14.870607	-15.002302	-2.3723013	0.68979734	4583.459154844284	0.008646207290311568
61	8.972537	3.0207088	9.9645	-11.559672	8.90126	3.3418937	9.970165	-12.247388	65.22414	64.02	243999	2.280081	3.3711586	15.515757	-14.603817	2.280161	3.3723803	14.466969	-14.983817	-2.4392226	0.6937439	4660.822144269943	0.008637569720590977
62	9.377045	1.5546697	9.935306	-2.3068879	9.039594	2.7345784	9.9610615	-12.238304	69.8	77.45	247999	2.3081913	3.3769314	14.5260515	-14.542599	2.3081493	3.3778238	14.72741	-14.489941	-2.4696643	0.68742394	4738.807359457016	0.008628940779811167
63	9.131389	2.1147015	9.969773	-3.2544343	8.925048	3.308848	9.963407	-12.156375	66.72881	60.0	251999	2.3550549	3.3590014	14.1945305	-14.552756	2.355028	3.3605623	14.825033	-14.346461	-2.5123208	0.6831765	4814.991261482239	0.008620320459351818
64	8.68953	4.164164	9.981147	-13.284068	9.1731615	2.3698487	9.92975	-11.832542	64.74603	66.0	255999	2.3899019	3.345623	13.649441	-14.492942	2.3898633	3.3467014	15.601708	-15.226907	-2.5458994	0.6756095	4893.644453048706	0.008442024066857384
65	9.235786	1.93277	9.932037	-5.0230846	9.329115	1.6861739	9.972631	-3.737183	67.932205	68.96	259999	2.417764	3.357584	14.08661	-15.035742	2.4177709	3.3590488	14.377632	-15.906148	-2.5753558	0.66700506	4971.713280916214	0.008776028068419884
66	8.95847	3.0715053	9.929751	-11.511124	9.104829	2.0000541	9.927962	-3.1214066	71.53571	77.16	263999	2.4627554	3.3662045	13.61765	-15.713109	2.4627724	3.3673604	13.67254	-14.994524	-2.616629	0.6811434	5050.342242240906	0.008767260807612273
67	9.129195	2.1074011	9.92025	-5.901241	9.169261	2.2483284	9.945356	-11.918829	71.58929	74.14	267999	2.5128796	3.3956392	15.152109	-15.632586	2.512868	3.3973334	14.850376	-15.342165	-2.6667712	0.6673901	5129.35471701622	0.00893454820164364
68	9.130318	2.0257578	9.939086	-2.0347304	8.399804	4.28627	9.909772	-12.563825	70.350876	67.73	271999	2.5594478	3.39632	13.951207	-15.0291195	2.5595458	3.3973274	13.73029	-14.86641	-2.712297	0.68488646	5207.183049440384	0.009105027592903775
69	7.546983	5.241956	9.924665	-11.533421	9.034963	2.6519895	9.973103	-11.775483	88.22222	70.97	275999	2.6076233	3.3589432	14.115043	-14.656706	2.6075294	3.3606458	14.719472	-14.710058	-2.7544367	0.6739517	5284.814790248871	0.008399940282003145
70	9.318575	1.6754688	9.942437	-2.8555696	9.245708	2.3752232	9.96571	-11.968969	70.070175	66.13	279999	2.6616979	3.361746	14.880732	-15.333803	2.661701	3.3631625	16.044607	-14.902071	-2.8147535	0.6644298	5362.028733968735	0.0085602188628086
71	9.108767	2.795617	9.94667	-11.237659	8.271524	4.3888974	9.961156	-12.49888	71.0	73.81	283999	2.6816647	3.3534012	13.687613	-16.376585	2.68165	3.3546243	14.790403	-15.848491	-2.8322911	0.66717464	5441.25440788269	0.008383165567702175
72	8.005256	5.7414126	9.971063	-15.903713	9.156515	2.1523442	9.975108	-3.9181862	71.203705	71.2	287999	2.6899	3.3655765	13.826397	-16.263268	2.6898825	3.3668761	15.250864	-15.467121	-2.8324435	0.6597885	5520.090659856796	0.00889000916677356
73	8.718745	3.916946	9.960425	-12.850982	9.007627	3.2314003	9.958589	-11.642588	62.850746	63.5	291999	2.7208452	3.360989	14.583814	-16.606718	2.7208436	3.3621092	13.91838	-16.547804	-2.8682125	0.67282534	5593.994342088699	0.008366424352572678
74	8.597624	3.6310952	9.916112	-12.169718	9.437016	0.671693	9.929653	4.616177	71.27778	71.01	295999	2.7447782	3.379763	13.791576	-15.889484	2.7447278	3.3812263	15.657438	-16.219643	-2.8889701	0.6695846	5668.9638459682465	0.00852606341864075
75	8.93357	3.4660537	9.968291	-15.380403	9.049388	2.7202315	9.968462	-10.008657	64.38095	64.21	299999	2.7744586	3.3719466	13.466643	-15.084199	2.7744753	3.3733606	13.3363495	-14.936163	-2.9119127	0.66444385	5742.003151655197	0.008185194166960766
76	8.892197	3.9417872	9.963572	-15.076805	9.067707	3.3770711	9.969122	-14.402321	61.969696	57.04	303999	2.7985103	3.395314	13.544045	-16.190365	2.7985473	3.3961987	14.242349	-15.906857	-2.943151	0.65806544	5815.742040872574	0.008509036835932052
77	9.356986	1.3475317	9.95134	-0.105799645	8.716267	3.973092	9.975364	-12.34151	65.409836	66.81	307999	2.832896	3.4259903	13.283658	-15.303676	2.8328066	3.4269202	14.1097975	-16.068802	-2.9711876	0.6522091	5891.232694864273	0.00850053629963242
78	9.012826	2.3046527	9.918804	-0.68055356	9.403973	2.1565013	9.9324045	-11.895346	69.25455	59.5	311999	2.8945484	3.4550915	13.748222	-14.3625765	2.8945265	3.4562678	15.127415	-14.87571	-3.0252123	0.6564071	5965.515084266663	0.0090144760968782
79	8.864457	3.2852888	9.933338	-12.554432	9.597477	0.33409944	9.951415	7.7201033	66.72581	59.23	315999	2.9398994	3.460634	14.099636	-14.793551	2.9398909	3.4618309	13.902201	-14.990976	-3.0776544	0.6525502	6038.286058664322	0.008828027277964856
80	9.081165	2.9625611	9.979411	-12.16376	8.627427	3.8456051	9.945154	-13.532212	62.484375	74.87	319999	2.9702094	3.4572453	13.613778	-14.90802	2.970163	3.4584873	14.008213	-14.663214	-3.1115084	0.66363084	6115.443187952042	0.008645434829815668
81	9.49784	0.4509178	9.930203	8.087362	9.413767	1.3518013	9.954185	-3.4955947	68.84746	60.61	323999	2.9645095	3.444314	13.596472	-16.38661	2.9644735	3.4450316	13.525005	-14.5986805	-3.1075227	0.64823806	6188.929033041	0.007975938078320675
82	9.066709	2.555334	9.905237	-5.5106006	9.169729	2.0096848	9.935111	-2.800741	71.781815	75.12	327999	2.97711	3.4655895	13.315472	-14.801357	2.977126	3.4668646	13.128505	-14.9996195	-3.1249766	0.6426008	6264.689596652985	0.008628169861921962
